,repeat,algorithm,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,heuristic,0.005,4,10,5,0,piece-wise,18020,22900.0,-0.271,4.41,5.61,-0.272,3345099.5,4110900.4,-0.229,3345099.5,4110900.4,-0.229
1,0,heuristic_fw,0.005,4,10,5,0,piece-wise,18020,9398.978157198148,0.478,4.41,2.3,0.478,3345099.5,2743851.89,0.18,3345099.5,2743851.89,0.18
2,0,heuristic,0.006,2,10,5,1,piece-wise,22545,22545.0,0.0,4.56,4.56,0.0,3717344.6,3717365.6,-0.0,3717344.6,3717344.6,0.0
3,0,heuristic_fw,0.006,2,10,5,1,piece-wise,22545,14022.0,0.378,4.56,2.84,0.377,3717344.6,3322718.2800000003,0.106,3717344.6,3322611.33,0.106
4,0,heuristic,0.005,4,10,5,10,piece-wise,15400,18200.0,-0.182,3.05,3.61,-0.184,4050675.8,5052113.8,-0.247,4050675.8,5051893.8,-0.247
5,0,heuristic_fw,0.009,4,10,5,10,piece-wise,15400,9898.59830075902,0.357,3.05,1.96,0.357,4050675.8,3394728.07262624,0.162,4050675.8,3394716.58,0.162
6,0,heuristic,0.006,3,10,5,100,piece-wise,20400,20544.0,-0.007,5.08,5.11,-0.006,3070263.6,3107725.2,-0.012,3070263.6,3101425.2,-0.01
7,0,heuristic_fw,0.004,3,10,5,100,piece-wise,20400,12598.488203421235,0.382,5.08,3.14,0.382,3070263.6,2701710.61,0.12,3070263.6,2701910.05,0.12
8,0,heuristic,0.005,3,10,5,1000,piece-wise,18000,18000.0,0.0,4.71,4.71,0.0,2878830.6,2910830.6,-0.011,2878830.6,2878830.6,0.0
9,0,heuristic_fw,0.003,3,10,5,1000,piece-wise,18000,12052.0,0.33,4.71,3.15,0.331,2878830.6,2573982.9549999996,0.106,2878830.6,2573319.55,0.106
