,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,1.58,3,10,5,0,piece-wise,25780,56328.0,-1.185,6.2,13.54,-1.184,3285997.5,167187819.0,-49.879,3285997.5,167187819.0,-49.879
1,0,optimal_fw,0.011,3,10,5,0,piece-wise,25780,16989.100734208383,0.341,6.2,4.09,0.34,3285997.5,2800288.13,0.148,3285997.5,2800288.13,0.148
2,0,heuristic,0.008,4,10,5,0,piece-wise,25780,19406.0,0.247,6.2,4.67,0.247,3285997.5,2816450.6,0.143,3285997.5,2816450.6,0.143
3,0,heuristic_fw,0.008,4,10,5,0,piece-wise,25780,15526.762938259371,0.398,6.2,3.73,0.398,3285997.5,2795968.0,0.149,3285997.5,2795968.0,0.149
4,0,optimal,1.68,3,10,5,1,piece-wise,25780,56328.0,-1.185,6.2,13.54,-1.184,3285997.5,167187819.0,-49.879,3285997.5,167187819.0,-49.879
5,0,optimal_fw,0.012,3,10,5,1,piece-wise,25780,16989.100734208383,0.341,6.2,4.09,0.34,3285997.5,2800288.13,0.148,3285997.5,2800288.13,0.148
6,0,heuristic,0.009,2,10,5,1,piece-wise,25780,25100.0,0.026,6.2,6.04,0.026,3285997.5,3129583.7,0.048,3285997.5,3129583.7,0.048
7,0,heuristic_fw,0.014,2,10,5,1,piece-wise,25780,13224.933937728356,0.487,6.2,3.18,0.487,3285997.5,2794651.12,0.15,3285997.5,2794651.12,0.15
8,0,optimal,1.673,3,10,5,5,piece-wise,25780,56328.0,-1.185,6.2,13.54,-1.184,3285997.5,167187819.0,-49.879,3285997.5,167187819.0,-49.879
9,0,optimal_fw,0.012,3,10,5,5,piece-wise,25780,16989.100734208383,0.341,6.2,4.09,0.34,3285997.5,2800288.13,0.148,3285997.5,2800288.13,0.148
10,0,heuristic,0.013,3,10,5,5,piece-wise,25780,32400.0,-0.257,6.2,7.79,-0.256,3285997.5,18361321.8,-4.588,3285997.5,18361321.8,-4.588
11,0,heuristic_fw,0.01,3,10,5,5,piece-wise,25780,13095.347099768958,0.492,6.2,3.15,0.492,3285997.5,2794638.01,0.15,3285997.5,2794638.01,0.15
